	leukocyty	weight	hbver	er-cv	ast	indicator	hematokrit	trombocyty	name	smoker	ssn	alt	etytr	erytrocyty	hemoglobin	alp	relationship
158	5.41882	-11.41594	7.11451	48.06268	48.09501	1.00000	7.90927	5.32704	Crystal Chen	no	830-46-3019	6.46901	5.90998	5.83886	5.18552	71.03985	separated
159	4.31177	13.17925	6.26237	43.64576	45.76417	0.00000	5.04041	8.25361	Anna Conner	yes	610-15-3294	7.82850	9.84270	6.56508	7.06938	70.35811	single
160	6.72696	121.89225	8.15411	35.79333	39.10058	0.00000	5.02588	7.65914	Jacob Cole	N	828-98-6322	5.99241	6.28452	6.53981	8.00188	34.82584	single
161	4.32817	75.84633	8.80921	30.64733	29.42558	1.00000	8.86151	5.41385	Melissa Anderson	Y	175-43-0985	7.70285	5.45931	6.87755	6.73132	81.98794	nop
162	3.65594	47.78201	6.97405	30.60213	33.54157	0.00000	3.61961	8.58274	Shannon Clark MD	no	360-16-8910	9.78633	8.80038	7.14208	6.57755	83.63528	separated
163	8.36683	-6.28109	6.15861	52.31866	47.47018	1.00000	4.39576	6.52917	Robert West	Y	375-57-8847	5.50436	5.90858	6.17016	7.77692	45.78273	separated
164	8.38744	90.86117	5.16980	65.79117	73.53807	1.00000	3.46571	7.64542	Marilyn Anderson	Y	012-11-8343	11.20880	6.75846	7.67679	6.08139	85.12311	married
165	8.31747	86.90597	6.76965	38.96840	47.04203	0.00000	7.23064	5.95361	Richard Robinson	yes	530-47-1882	5.75119	3.31455	5.80576	7.01627	70.30809	divoced
166	6.64999	57.63029	7.12395	21.62279	52.53720	0.00000	4.79673	9.88642	Bridget Gross	yes	627-63-2321	2.91281	6.71203	5.36998	5.99245	83.85559	divoced
167	9.63179	24.47565	5.70335	44.01647	36.62624	0.00000	6.79626	7.63363	Jasmine Romero	no	185-09-7787	22.18882	5.89522	8.64833	7.05191	77.37597	separated
168	6.83991	97.83885	7.15578	29.89582	41.05247	0.00000	4.09950	6.18887	Keith Vance	no	882-73-1345	4.92315	6.72676	6.52985	6.45140	89.44496	married
169	8.71918	121.15822	7.18320	74.13166	38.42143	0.00000	4.92041	8.43343	Andrew Lang	no	897-54-4071	7.28292	6.77159	6.95621	7.05313	74.14132	widowed
170	8.45367	90.01061	4.77087	29.61939	65.67398	0.00000	5.49727	7.27788	Samuel Joseph	no	712-31-5915	5.75644	5.29860	6.63494	7.21980	69.96088	separated
171	7.20411	66.35042	5.45229	66.49296	42.02289	1.00000	5.49299	5.42016	Jeffrey Cowan	no	278-63-8912	9.12954	6.17105	7.55096	6.23710	90.20612	married
172	6.86670	62.40815	6.32609	36.99374	33.81159	1.00000	4.47209	5.63211	Mrs. Carol Adkins MD	no	508-43-7507	9.20892	6.54690	7.08982	5.73800	77.97750	single
173	8.33692	52.08840	8.08684	66.67995	36.93132	1.00000	4.08541	6.67833	Benjamin Esparza	Y	408-42-5092	8.01077	6.02719	7.01266	5.94339	87.56628	single
174	8.73303	86.40060	7.75046	62.27909	49.23904	1.00000	5.33267	6.94611	Nancy Garcia	no	353-24-9645	9.14520	6.06461	7.25544	6.71208	80.84352	single
175	7.11236	104.43366	6.34100	37.57664	53.26538	0.00000	3.70276	6.12392	Michael Palmer	no	766-93-4815	4.39074	4.13401	4.22445	9.35095	15.14802	married
176	6.16250	39.33559	8.22348	44.15810	49.70290	1.00000	9.31687	6.36978	Eric Hicks	no	213-27-2451	8.80318	4.60677	7.31439	5.56437	78.40495	single
177	3.59702	46.29829	7.22273	50.78168	39.18622	0.00000	8.81148	6.46342	Brian Stewart Jr.	Y	078-35-8687	5.37115	6.17853	6.33649	6.09867	83.54190	single
178	8.19885	30.35248	7.31839	33.14954	51.68043	1.00000	5.72515	5.00293	Carol Morales	Y	561-06-1745	4.93444	4.89669	5.77108	6.31426	86.08099	widowed
179	5.82390	59.93987	7.97185	56.13600	52.81688	1.00000	8.73332	6.62229	Mrs. Morgan Byrd DDS	Y	276-48-6756	11.70208	6.68305	7.84566	6.68302	82.45495	widowed
180	6.19918	45.75922	7.48797	51.70884	33.41864	1.00000	7.82942	5.05475	Jesse Stevenson	N	126-04-8787	7.99016	4.42185	6.37127	6.54839	77.83954	single
181	8.80412	27.26462	6.90054	38.99419	54.14316	1.00000	5.13851	6.60810	Jonathan Garcia	yes	205-19-7955	3.88244	5.68028	5.83251	6.80296	79.28172	married
182	8.27979	83.43510	5.56050	69.93918	39.00091	1.00000	6.12096	4.58200	Sonya Ramirez	no	681-95-8332	7.85832	4.49826	7.03852	5.96469	82.63679	divoced
183	8.27935	82.87838	5.08269	68.87738	36.17592	1.00000	4.15778	6.79678	Mary Smith	no	375-60-8425	5.31183	6.19685	6.28292	7.66775	61.82402	separated
184	4.68755	98.76790	8.53616	73.86760	60.84093	0.00000	6.57094	9.36650	Mrs. Mariah Porter	Y	273-10-9195	6.29069	10.26323	6.01924	5.75355	84.93911	single
185	5.62616	8.92419	7.11571	42.97803	38.64640	1.00000	8.30413	5.35789	Morgan Bishop	no	691-97-5104	4.58446		6.58809	6.10298	85.49089	divoced
186	5.55222	87.32628	7.48767	55.84369	51.57483	0.00000	4.58219	7.58544	Mia Blevins	Y	640-88-9981	7.87061	7.00186	7.34811	5.07134	61.73921	nop
187	6.32735	79.63866	7.41431	26.70334	64.20887	0.00000	5.41055	7.31960	Danny Duran	no	118-13-5164	4.91253	6.62621	5.78271	10.04193	15.67927	divoced
188	6.93430	23.55313	7.50913	65.62087	47.93074	1.00000	6.55985	3.53992	Steven Ford	no	725-64-4058	5.43472	4.91456	6.03039	6.55822	89.90496	divoced
189	7.75753	74.03478	6.98047	37.52698	52.98017	1.00000	5.96390	6.03731	Dr. Paul Martin PhD	yes	673-35-9131	5.40623	6.26662	6.13939	6.74209	82.97227	married
190	6.08774	53.50146	6.65707	37.76070	38.67604	1.00000	7.14350	2.61125	Ashley Thornton	no	758-12-4943	6.82847	4.97154	7.20578	7.38194	71.58994	nop
191	6.18530	88.20054	6.54660	60.17213	43.23633	1.00000	8.23007	5.49936	David Paul	Y	880-59-6064	10.17180	5.51353	7.20712	4.83924	50.56236	married
192	5.96822	162.34777	6.66367	35.85742	35.47035	1.00000	7.14915	4.23826	Deborah Evans	yes	891-42-8328	11.60471	3.86628	7.29918	7.23687	69.86404	married
193	5.22000	131.18036	6.64068	55.31660	77.29532	0.00000	5.12559	10.34368	Angela Richard	no	263-02-6646	11.62605	7.52800	7.49213	6.49455	85.49983	separated
194	7.35636	41.86107	5.84943	53.13881	45.81958	0.00000	4.91616	6.04720	Darius Butler	yes	644-45-1607	11.03255	5.56213	7.69261	5.54398	75.43237	widowed
195	6.95339	129.97974	6.66457	62.76407	74.00314	1.00000	7.23790	4.07702	Angela Gonzalez	no	370-57-3318	12.87015	5.47290	7.83848	5.25237	65.04751	single
196	6.87292	60.31044	8.29228	43.08723	59.02765	1.00000	5.30806	5.77843	Stephanie Cummings	no	091-91-0180	9.13614	6.79090	7.50205	6.59260	88.64523	married
197	5.37718	33.10442	5.88367	40.70522	36.71961	1.00000	8.05964	5.23241	Kristen Bright	Y	154-64-8931	3.73619	4.60526	3.31624	6.66962	84.43559	single
198	6.06854	40.09228	6.14261	29.23382	49.55039	0.00000	8.04571	6.56525	Linda Williamson	no	724-36-2424	8.97795	6.91730	7.57194	8.48405	19.91370	single
199	7.47830	81.12719	7.89491	12.08456	48.92396	1.00000	5.99911	4.59968	Patricia Lloyd	yes	745-20-8101	10.32146	5.25760	6.92905	6.96500	74.14953	single
200	5.32972	76.34927	5.17808	75.86512	100.00000	1.00000	6.48677	4.14417	Erin Kane	no	399-07-1979	5.44566	5.03980	6.11074	6.04156	89.50189	separated
201	7.72578	88.54083	7.16445	43.61720	36.60746	1.00000	3.90997	5.87467	Kari Williams	yes	129-45-7120	7.36735	5.86694	6.42445	8.84276	9.44137	married
202	8.09364	56.45081	5.44103	44.27138	38.25024	1.00000	4.30482	6.39950	Cheryl Hamilton	N	436-24-9532	24.75131	6.04077	8.80563	5.85515	92.66855	separated
203	6.59546	94.19214	6.85694	46.69895	32.58786	1.00000	8.39957	6.34238	Patricia Bishop	yes	861-98-2933	9.08675	5.35690	7.17760	5.35749	68.01722	married
204	4.88962	72.11283	5.74180	37.81346	53.04564	1.00000	7.75812	4.89388	Connie Frank	Y	266-08-7470	6.02095	4.91694	5.16791	6.86408	79.93442	widowed
205	8.12611	93.69064	8.38739	23.41935	41.51530	1.00000	5.57031	5.89663	Juan Sanford	no	546-72-9434	18.00211	5.73754	8.28928	7.29706	71.47514	widowed
206	8.72162	93.41544	7.20317	26.11110	54.62510	1.00000	5.71011	7.73956	Krystal Lee	no	219-41-7681	6.27924	6.83361	6.34244	7.26155	66.51039	single
207	8.30777	15.14013	5.43671	43.13563	65.76755	0.00000	5.60574	6.81538	Kayla Nicholson	no	098-41-4389	10.24111	4.75303	7.56144	6.02534	92.34747	divoced
208	8.49613	41.45863	5.19079	49.91476	33.15562	1.00000	5.58354	7.29730	Tamara Jensen	no	313-32-8660	5.02482	6.63388	5.65650	7.82018	40.16170	nop
209	6.57264	92.60890	7.09336	35.83950	41.98837	1.00000	7.23007	4.67800	Debra Rocha	N	434-94-7113	5.45943	4.65848	6.38891	4.77351	48.91415	widowed
210	5.04606	109.17877	5.62251	33.46308	41.00096	1.00000	7.99357	6.25601	Bradley Cook	yes	225-37-7739	8.64407	6.36732	7.02987	6.95076	74.21571	single
211	4.91850	-9.32189	5.81513	51.01435	56.87105	0.00000	7.28344	9.69170	Brandy Lynch	Y	209-29-1071	8.48693	7.72332		5.56700	78.70458	married
212	8.54581	101.34045	7.40321	47.10333	57.49483	0.00000	7.80695	7.63662	Traci Briggs	yes	746-20-2868	6.69869	4.72341	6.70609	7.63396	54.39716	single
213	4.93810	57.19610	4.96747	52.04869	57.20993	1.00000	6.10749	4.47240	Nathan Walker	Y	536-35-0146	7.24877	5.36040	5.79263	5.75937	82.50476	married
214	7.53872	67.66589	6.88122	33.17758	25.06816	1.00000	7.01785	5.10254	Brian Mendoza	N	423-78-5017	8.36664	4.91780	7.24635	6.45997	85.75998	nop
215	8.98362	63.04213	4.98224	51.28546	56.93787	1.00000	3.78840	7.67900	Steven Donovan	no	206-27-3812	11.13588	6.26433	7.39141	4.81831	54.84624	single
216	8.98232	81.66972	5.74883	76.90947	48.34392	1.00000	5.62905	7.94915	Kathy Wagner	Y	154-34-3769	16.80219	6.76702	8.44600	6.83147	81.63815	divoced
217	9.16431	98.84924	7.73954	63.68266	64.90015	0.00000	6.07165	7.61254	Crystal Nichols	no	214-71-9001	5.79086	5.84902	5.20574	5.91926	84.84073	married
218	8.51751	86.77476	5.78728	35.05900	55.72886	0.00000	4.27608	8.39529	Dennis Wright	no	584-70-6537	4.61228	6.85272	6.22892	7.55541	64.36965	divoced
219	8.36899	99.10015	6.05537	42.27782	57.88153	0.00000	5.32388	7.73912	Jennifer Douglas	Y	743-51-2807	8.81030	5.69977	7.03905	7.21903	71.14342	married
220	7.55174	47.67703	6.96016	64.51630	49.34659	1.00000	5.97044	5.58582	Kevin Nguyen	no	731-03-9224	12.32524	6.06529	7.96768	6.72548	85.98441	separated
221	9.08016	95.69006	5.40564	42.39395	57.74974	0.00000	6.66015	8.54338	Jennifer Parker	no	333-64-4986	20.62054	6.33544	8.34064	5.62872	72.37275	separated
222	6.14344	39.58494	6.83705	40.70222	81.26880	1.00000	8.50531	5.85981	Teresa Manning	yes	171-79-4152	8.57703	5.34482	6.60011	6.45907	86.37278	married
223	4.41964	161.79483	7.40694	41.76231	42.62133	1.00000	7.70391	5.03486	Renee Davila	no	224-98-9210	11.82494	5.67176	7.65038	6.52034	89.21303	divoced
224	5.17778	59.56092	5.49783	68.01726	31.77359	1.00000	7.62589	5.66206	Zachary Tucker	Y	108-99-1399	7.74817	6.31758	7.40999	5.47625	76.33570	divoced
225	4.64072	88.88558	5.26696	58.78412	55.65181	1.00000	8.44002	6.09854	Lisa Webb	no	847-64-6396	7.38490	6.10413	6.34022	7.03442	74.46502	widowed
226	8.00701	110.14525	6.80328	16.73357	72.39285	1.00000	3.86938	6.97526	Cheryl Mcdonald	Y	835-67-1471	6.89084	6.57090	6.70555	7.69229	50.61526	married
227	8.28740	68.25781	7.29724	85.25849	48.59400	0.00000	5.13226	8.63101	Krista Wright	no	149-93-2519	7.50008	6.51936	6.69218	7.10464	72.99449	married
228	3.89938	41.36436	6.24429	60.58034	42.11439	0.00000	2.69685	7.38320	Bethany Rose	Y	470-53-7608	7.65252	8.18225	6.62750	6.30876	90.29591	separated
229	8.12830	96.94522	6.04260	58.66022	45.62466	0.00000	7.18125	5.83795	Samuel Rogers	Y	694-60-6216	7.78343	8.27515	6.61560	6.59431	85.87004	divoced
230	8.35631	59.59223	7.84761	40.05891	49.15100	0.00000	6.56271	5.80742	Eric Hicks	no	213-27-2451	7.24446	3.48346	6.25255	7.14093	70.72322	single
231	9.77009	135.40596	8.90838	58.54270	37.32896	0.00000	4.95812	9.88619	Cheryl Mcdonald	no	835-67-1471	4.93404	8.74443	5.64054	7.93431	52.78304	divoced
232	5.73840	109.35254	6.01653	69.27792	53.87861	1.00000	6.61100	4.88107	Kyle Thompson	no	509-18-4456	3.38638	5.89180	6.73211	7.06195	74.22170	separated
233	7.37489	57.55034	6.45422	69.60895	62.58911	1.00000	7.35464	3.89960	Jennifer Perez	Y	879-33-0317	11.40331	4.91655	7.71624	8.44613	24.83965	single
234	9.86507	79.40084	6.60484	56.65087	56.27925	1.00000	5.61382	6.85614	Samantha Mullen	no	578-97-1411	11.50710	4.94300	7.51706	6.41588	93.45044	single
235	7.35702	71.79903	8.23188	68.11305	43.05114	1.00000	4.85621	6.90920	Amanda Cunningham MD	Y	481-02-6001	7.38724	4.50172	6.78410	6.92582	78.26026	separated
236	5.95159	78.57117	7.65827	66.30567	61.98853	1.00000	6.44219	3.35021	Cheryl Adams	no	560-66-0200	55.08760	4.10173	9.69619	6.23855	89.65233	divoced
237	6.03216	80.02243	7.36882	60.34239	53.68904	1.00000	8.02505	5.53703	Deborah Bates PhD	yes	783-78-6528	6.23240	5.35281	6.73221	6.49077	82.81786	divoced
238	6.32977	64.72020	7.41453	44.48336	52.74124	1.00000	7.02976	2.81439	Adam Anderson	Y	748-68-5814	11.02079	4.91516	7.53622	6.06510	87.14911	married
239	4.67478	97.51111	6.97421	50.18153	62.34911	1.00000	5.88434	3.84984	Adam Ramirez	no	473-63-5801	6.85897	5.31059	5.83046	7.65799	52.14035	married
240	3.04707	52.57134	7.48589	45.06871	45.28025	0.00000	4.17473	8.24952	Daniel Price	Y	437-43-2606	8.67487	8.21987	5.92858	8.69393	16.93644	single
241	6.09567	74.08351	6.05260	60.69221	38.80527	1.00000	9.10325	7.67394	Christopher Mcdaniel	Y	028-83-9080	8.83946	7.02711	6.83995	7.32725	63.56202	divoced
242	8.48302	49.88744	7.84026	49.33534	51.15836	0.00000	8.32174	7.45836	Lisa Graham	no	130-46-8309	10.16369	8.91407	7.85790	6.12763	89.17003	married
243	6.21040	78.02866	5.13857	47.77805	44.99883	1.00000	7.16801	3.73999	Amy Alexander	yes	667-25-3587	7.28875	4.00564	6.23219	5.08412	67.22954	single
244	5.82374	70.36908	5.29396	70.99856	69.29601	0.00000	5.88995	7.11118	James Martin	Y	354-20-3086	4.19662	9.54832	6.04191	7.36555	68.42103	single
245	8.83491	53.35993	5.54419	50.63966	61.49994	1.00000	4.94496	6.61901	Andrea Mcdonald	no	234-15-0740	3.97908	5.61611	6.61721	8.10455	28.64809	single
246	4.42602	123.92741	7.05272	47.62437	54.32784	1.00000	8.82879	7.51097	Justin Clay	no	066-91-8867	7.19776	7.72162	5.71133	6.50316	83.27989	single
247	7.27892	32.22278	7.22210	58.86316	60.25412	0.00000	5.24594	7.44950	Duane Ford	N	283-92-2995	12.05548	4.78809	7.25801	8.06332	37.70685	single
248	7.78219	35.82233	7.75899	61.36411	39.06398	1.00000	6.40649	4.95452	Ashley Thornton	no	758-12-4943	9.46082	5.34743	6.31947	7.73011	50.40864	nop
249	4.64599	58.85049	7.21329	66.83690	60.67492	1.00000	8.65172	5.30121	Brooke Roman	Y	257-63-4523	5.20536	5.55549	6.44601	6.13185	90.79657	single
250	8.05036	105.39881	5.75699	43.27319	29.45929	1.00000	7.77392	4.42581	Daniel Rodgers	no	500-59-8453	7.50485	4.81312	6.20407	6.93795	79.62483	divoced
251	7.49939	26.27331	4.70659	48.32192	41.54225	0.00000	5.41150	5.59725	Marcus Garcia	no	427-37-8476	8.67379	3.21193	6.92949	8.14280	34.13131	married
252	8.21433	115.35723	6.65416	40.37226	51.85794	0.00000	5.97173	8.79056	David Luna	no	209-47-1300	14.05080	6.28818	7.90629	8.65249	25.60375	married
253	5.35782	41.41512	5.82158	37.21916	51.37488	1.00000	7.18496	4.81981	James Schmidt	yes	685-40-8628	11.40196	5.99639	7.91466	6.29906	83.47796	married
254	7.22486	61.73179	6.60630	40.44550	22.72356	1.00000	6.58545	4.16433	Shelly Johnson	no	493-14-4783	8.35857	5.20310	6.30008	7.01456	78.29776	married
255	8.35851	50.81030		42.38064	49.66385	0.00000	4.57598	7.77130	Jamie Turner	no	744-93-7603	4.35972	6.10450	5.24594	7.10772	78.62240	nop
256	6.56377	88.53332	5.96479	47.95128	60.95711	0.00000	6.54411	8.25147	Nicole Weaver	no	462-61-8372	7.64626	9.13486	7.07272	7.25158	70.30053	married
257	7.57119	89.73387	7.85999	33.12898	50.07982	1.00000	5.74521	4.50467	Amy Murphy	Y	348-99-6915	9.15722	5.04326	7.22296	4.50692	40.83316	nop
258	8.25276	42.64386	8.34129	56.36919	55.85489	1.00000	4.34807	7.27624	Nathan Strickland	Y	203-52-4786	4.50987	6.67368	4.93322	7.71809	51.50722	divoced
259	5.32663	106.54340	5.43423	57.71914	52.97609	1.00000	8.90427	5.99789	Michelle Thompson	Y	204-56-9916	10.11746	5.10347	7.43501	7.06252	73.29614	married
260	7.53688	66.14759	5.60533	54.36299	47.59980	0.00000	4.75292	7.82815	Vincent Rodriguez	yes	596-35-0369	6.55335	5.52883	6.20919	7.42756	66.83642	single
261	5.15153	107.80359	5.54885	73.39359	30.39687	1.00000	8.44634	5.42273	Matthew Galvan	no	466-05-2171	17.95876	4.50738	8.43633	7.20256	75.50276	single
262	6.86659	103.32216	6.96319	62.30176	61.73547	0.00000	4.43356	11.12847	Barbara Garcia	no	499-08-0421	7.48226	8.10478	6.89648	7.64261	58.28533	divoced
263	6.60106	124.11505	7.76554	41.34929	46.84800	1.00000	7.52588	6.07027	Kelly Watts	no	633-86-6488	9.03332	6.83152	7.27341	4.73257	50.14170	single
264	6.36137	62.78370	7.57783	63.84397	49.91371	1.00000	9.06222	6.50010	Alfred Erickson	no	134-68-9100	10.36263	5.29301	7.89049	5.86079	73.86282	married
265	3.89856	24.94173	6.81967	56.32960	37.96672	1.00000	8.22018	5.43746	Sara Lee	no	794-25-5473	4.50265	5.29658	5.68453	7.49872	65.25401	nop
266	7.31227	91.88006	7.85582	43.84419	46.85816	1.00000	6.47411	4.66591	Sarah Kelley	no	272-03-0410	5.89245	5.55194	6.04262	5.97158	82.91054	widowed
267	8.60579	119.03932	6.88459	43.48169	73.83283	0.00000	7.03304	7.55151	Denise Hodge	no	804-15-8334	4.95622	5.01119	6.76276	4.58842	40.07399	married
268	5.51208	95.08493	6.59846	51.24210	51.41466	1.00000	8.94677	8.11286	Brandi Simon	yes	101-23-7140	29.06627	8.80659	8.98770	5.74328	86.15779	separated
269	6.01072	67.13728	6.86092	59.66339	75.25734	1.00000	7.16549	4.82201	Samantha Jenkins	Y	235-56-5895	6.92722	4.51425	6.36739	8.79928	13.60595	divoced
270	5.78060	95.49527	7.39145	58.54636	57.31756	1.00000	7.83584	4.66751	Jessica Brown	no	009-08-8460	3.47955	4.92084	6.11935	6.50907	83.26996	married
271	5.93646	77.25059	6.60493	66.32694	32.89737	0.00000	5.58480	6.98751	Kathleen Dickson	no	206-41-7517	10.32325	7.70113	7.50913	5.10761	65.48236	married
272	8.93780	64.67149	6.47649	43.62856	14.01727	0.00000	5.47068	7.72263	Justin Moses	no	075-98-0382	5.68548	6.05474	4.54731	6.42510	81.84886	single
273	7.93290	69.16576	5.93548	41.09199	33.43578	1.00000	5.98744	5.30777	Nichole Murray	no	499-30-5970	38.66180	5.46129	9.36091	6.21838	88.69339	married
274	7.25797	56.16947	5.65174	42.86042	43.93847	1.00000	6.24503	6.67375	Ruth Love	no	663-39-7525	5.83401	7.82014	6.25895	6.41855	89.10063	single
275	8.07412	17.94836	6.19827	54.58491	43.37267	1.00000	4.10261	5.80075	Tanner Ingram	Y	370-72-5975	6.57281	5.49624	6.14768	7.95176	46.94194	divoced
276	8.38698	27.83718	6.94177	31.98982	60.86478	1.00000	9.65721	6.01602	Robert Newton	Y	139-79-8521	3.04991	3.88795	6.47566	7.17756	69.14171	divoced
277	8.49467	104.52925	5.29016	60.26717	48.18550	1.00000	4.28320	7.32828	Julie Ramirez	no	799-92-3396	10.80811	6.48726		6.50390	88.72736	separated
278	4.77962	80.69952	5.59759	57.95340	27.72901	1.00000	9.28811	5.41618	Kristin Floyd	no	617-36-1333	4.99828	5.56049	5.47157	6.27868	92.77108	married
279	7.96798	44.06193	4.88796	30.35342	38.35218	1.00000	8.41227	4.60731	Jason Gonzalez	N	504-20-2756	6.90382	2.52114	6.57332	6.80907	76.66654	married
280	6.04846	178.05285	6.20859	74.75878	48.39257	0.00000	5.25200	7.34550	Kimberly Smith	no	729-96-5489	7.00688	9.13257	6.66816	8.48498	15.48811	married
281	7.78301	78.76419	5.83715	47.11762	60.20299	1.00000	4.32366	4.74939	Hailey Smith	Y	016-80-3848	9.61106	4.86393	7.24319	5.29410	67.51518	married
282	8.55693	61.05494	6.92463	50.01887	54.68796	1.00000	6.44594	6.15453	Robert Fleming	no	852-98-0820	21.42592	5.68908	8.31277		66.34745	divoced
283	2.39997	123.30789	9.12176	42.54443	64.25351	1.00000	8.02576	6.17052	Chelsea Bush	no	293-06-9931	7.67925	7.15507	6.05458	6.33122	88.25841	married
284	7.08365	14.10241	8.08386	35.21983	63.49004	0.00000	7.09293	7.55008	Shari Lucas	no	417-91-5241	7.80095	7.50687	6.86999	6.53128	82.61506	married
285	6.66709	85.44588	6.90330	36.58449	32.88316	1.00000	7.36730	5.36167	Tara Wilson	no	009-04-5098	9.11744	4.82569	7.05774	7.82177	48.76570	married
286	7.96805	123.55018	8.20223	64.93449	67.15213	1.00000	7.35588	5.52202	Douglas Foster	yes	860-89-4137	3.04556	5.80402	5.82635	7.23559	61.54350	divoced
287	8.77364	85.81049	5.12580	59.53230	37.81413	1.00000	6.74211	6.86519	Dr. Patrick Robinson	Y	831-75-4535	4.15953	6.15368	5.70903	8.07845	35.67441	married
288	5.14858	-23.21008	6.15032	68.95271	53.91461	1.00000	7.55398	4.06983	Stephanie Berry	Y	305-29-5258	5.11576	4.43724	5.20247	7.63494	59.98470	divoced
289	8.61942	91.47777	5.85114	36.25277	47.56989	0.00000	7.63778	5.33032	Amber Mendoza	no	881-23-5305	9.34219	5.05774	7.27898	7.98885	47.29403	nop
290	5.48972	22.66737	7.76271	47.42645	52.43044	1.00000	8.65735	7.92356	Morgan Bishop	yes	691-97-5104	5.57840	9.01295	6.66920	7.27760	71.83902	married
291	6.27009	59.92842	7.92749	71.16410	62.01120	1.00000	7.53399	6.56821	Robert Norton	no	781-31-7081	5.41369	7.19538	4.77725	6.71515	87.25254	separated
292	9.02589	94.65433	8.04415	59.28503	55.10600	1.00000	6.94503	6.66251	David Rodriguez	no	131-98-1194	3.32740	5.75055	5.27368	5.61198	85.57933	nop
293	5.62661	99.68664	8.47145	54.66159	51.83654	0.00000	3.92720	7.33958	Joseph Schroeder	yes	549-43-5615	6.16741	4.08145	5.78578	7.23875	72.69052	married
294	7.78326	80.23134	8.23244	56.96149	43.43123	1.00000	5.38887	3.59985	Sarah Pineda	no	782-27-1902	25.39865	4.42530	8.88398	5.66030	76.76422	widowed
295	5.27585	61.52296	6.69918	37.94701	53.32671	0.00000	6.19841	8.30296	Charles Diaz	yes	293-92-4865	15.46776	6.88370	8.17867	6.71864	85.78770	married
296	8.47588	42.38175	6.42586	48.00107	45.17079	1.00000	6.67782	5.92381	Lisa Andrews	no	414-77-7251	6.48861	5.58483	6.98269	7.70331	46.44650	single
297	6.44485	18.97346	8.82886	46.19220	53.56919	0.00000	6.28556	7.03423	John Berry	N	403-53-7824	6.08276	9.28505	5.74633	6.75772	77.38869	married
298	9.17336	22.28350	6.75313	51.76155	35.83017	0.00000	6.70076	4.43468	Jane Lawson	no	221-39-9282	5.90398	2.77249	5.36820	6.47163	90.02434	married
299	8.86278	62.60327	5.20854	57.36239	41.11259	1.00000	5.44838	6.29113	Brian Myers	no	483-81-1041	15.79719	5.37619	8.26651	8.20784	34.14742	divoced
300	4.47495	80.36053	8.93395	56.49385	48.25275	1.00000	6.76120	4.03147	Yolanda Jones	yes	643-02-5346	6.03420	4.93034	6.44308	7.13100	75.59831	divoced
301	7.54267	44.89200		80.47424	39.40222	0.00000	6.10663	5.48674	Gregory Gray	no	601-64-7623	8.46239	6.00145	6.82050	5.44009	78.71011	divoced
