job	company	sex	residence	blood_group	ssn	name	birthdate	race	age	leukocyty	weight	hbver	HK group	weight group	er-cv	ast	indicator	hematokrit	trombocyty	smoker	alt	etytr	erytrocyty	hemoglobin	alp	relationship
Production engineer	Patterson Ltd	M	"9785 Kemp Islands Apt. 167
Lake Joshuafort, NY 25207"	AB+	337-98-9430	Robert Jones	1960-08-31	Black	61	7.29755	149.11023	7.8356	4-5	140-150	21.02445	29.27779	1.0	4.69335	4.98353	no	5.91468	5.59181	6.4988	7.03507	72.45788	married
Waste management officer	Graham, Doyle and Weaver	M	"93362 Gibbs Ford
Benjaminland, DC 78972"	B-	128-86-1929	Alex Carter	2007-10-01	White	14	7.25618	25.67565	7.95194	6-7	20-30	39.90659	35.03388	0.0	6.88183	9.60049	no	9.01823	5.97812	6.61853	5.8567	81.63363	widowed
Media planner	Perez LLC	F	"5701 Andrew Route Apt. 051
Port John, PA 09976"	AB+	582-32-3102	Sherri Bass	1914-04-17	Black	107	4.67425	83.65195	4.72124	4-5	80-90	37.70207	62.15595	0.0	4.1298	8.45007	yes	14.99379	6.92043	8.01405	6.62004	88.00558	single
Public relations officer	Green, Hunt and Kelly	F	"8056 Ford Falls
Nelsonland, WV 59930"	A-	503-40-6850	Tammy Taylor	1980-11-26	Asian	40	5.67978	36.90462	6.958	8-9	30-40	40.82892	44.45771	1.0	8.47625	6.08319	no	4.87725	5.26927	6.59269	7.6189	61.03381	separated
Medical secretary	Dillon, Morris and Craig	F	"967 Samantha Cliffs Suite 308
Pachecoton, OK 72147"	O+	136-87-3723	Mrs. Leah Miranda	1941-11-20	Hawaiian	79	7.7581	52.03624	6.19444	5-6	50-60	52.51401	50.57901	1.0	5.32899	3.91531	yes	8.60506	5.17615	7.05539	8.86284	17.90103	married
Horticultural consultant	Peterson-Baker	F	"PSC 5885, Box 8516
APO AA 45597"	O+	243-42-2591	Jennifer Lowery	1946-03-07	White	75	7.58507	50.58304	7.14329	4-5	50-60	63.99262	60.2673	1.0	4.65315	5.57481	yes	8.02738	5.84122	6.94274	5.82432	83.94942	single
Engineer, water	Malone Inc	F	"82040 Anthony Vista Suite 773
South Nathantown, KS 15641"	B-	593-38-7117	Brianna Green	1993-03-21	Black	28	6.07626	104.8319	6.40171	6-7	100-110	64.26904	79.69848	0.0	6.56882	8.90412	no	5.26893	8.74856	4.69176	5.45785	67.31508	single
Fashion designer	Gomez Ltd	M	"820 Chad Plaza
Harrisside, HI 67710"	B-	088-89-5939	Dr. Jamie Short II	1987-07-22	Indian	34		8.43751	7.60019	5-6	0-10	44.37301	38.32011	1.0	5.18823	5.94381	no	14.77172	4.94916	7.82469	6.45219	89.82389	divorced
Clinical cytogeneticist	Bush, Pennington and Stewart	M	"40938 Snyder Route Suite 449
Courtneyfurt, NM 17685"	A+	256-36-0241	Gabriel Goodman	1948-03-31	White	73	7.96658	49.34817	8.07189	5-6	40-50	37.23889	44.2008	0.0	5.97878	8.4512	no	4.48668	5.8101	5.66891	7.01474	87.50465	divorced
Control and instrumentation engineer	Moore Inc	M	"419 Rice Trail Suite 864
East Johnathan, AK 97229"	A-	113-31-6511	Christopher Terry	1923-11-25	White	97	6.05074	89.92454	6.96179	8-9	80-90	42.11833	51.89851	1.0	8.0414	5.17868	yes	4.56139	4.57289	5.84781	6.46735	87.98421	married
IT sales professional	Smith Ltd	M	"Unit 2910 Box 2738
DPO AE 74064"	B-	073-68-7914	Joseph Shaw	2018-11-18	White	2	5.92423	106.10107	7.34187	8-9	100-110	39.18264	54.79731	1.0	8.30562	7.2574	no	7.01947	7.56317	7.29029	5.20181	56.49854	separated
Nature conservation officer	Williams-Castillo	M	"569 Schroeder Underpass
Port Matthew, SC 70441"	AB-	725-30-8338	Ethan Ryan	1961-04-28	Indian	60	7.9434	41.13212	6.4138	4-5	40-50	60.87896	41.8718	1.0	4.3283	7.30171	yes	10.63338	6.99685	7.83796	6.6462	79.57821	married
Regulatory affairs officer	Hodges-Young	M	"76256 Thomas Motorway Apt. 941
South Jacob, MS 26481"	O+	232-36-8512	Donald Johnson	1973-06-17	Black	48	5.51172	86.71028	7.96358	6-7	80-90	56.44765	42.89972	0.0	6.08086	8.03084	no	8.42961	6.93837	7.25528	6.59248	87.91376	married
Petroleum engineer	Butler-Jones	F	"PSC 5850, Box 8473
APO AE 81708"	O+	467-51-4937	Jasmine Anderson	1910-08-10	Black	111	8.77092	33.71015	7.04325	4-5	30-40	45.12343	50.45011	1.0	4.63774	6.66889	no	19.57047	5.68412	8.37707	6.27506	91.99829	single
Theatre director	Smith Ltd	F	"PSC 7289, Box 7396
APO AP 82911"	B+	375-23-9394	Joyce Scott	1937-06-22	Asian	84	2.18853	76.10068	5.83171	6-7	70-80	44.30357	57.6337	1.0	6.84957	4.1799	no	9.53386	6.41714	7.52722	7.25266	74.18541	divorced
Hydrogeologist	Walsh, Mullins and Dunn	F	"USNS Nunez
FPO AE 26279"	AB-	432-06-9292	Candice Nichols	1925-07-08	Black	96	5.29882	70.93386	5.66049	4-5	70-80	52.668	32.11117	0.0	4.6447	6.63531	no	8.1702	8.74357	6.84939	6.28259	89.54774	divorced
Midwife	Tanner LLC	M	"USCGC Gray
FPO AP 70992"	B-	645-76-6641	Scott Gonzalez	1919-10-03	Hawaiian	102	5.21291	39.22953	7.40035	10-11	30-40	62.19341	48.64702	0.0	10.10479	7.86514	no	5.89486	6.84767	6.31756	7.44248	60.85805	married
Tax adviser	Russell-Solis	F	"916 Sanchez Village Apt. 374
Robbinsmouth, DE 10513"	B-	072-99-7123	Ashley Mcfarland MD	1940-01-08	White	81	4.90247	76.98171	6.01982	6-7	70-80	42.83158	50.52707	1.0	6.7743	3.59661	yes	20.71241	4.91905	8.52512	8.10926	40.35669	widowed
Agricultural consultant	Harper-Page	M	"76555 Reed Lake Apt. 742
Lake Michaelchester, ND 80452"	AB-	569-92-2048	Donald Porter	1991-09-27	White	30	5.18595	25.42789	7.22007	5-6	20-30	63.48856	23.33815	0.0	5.67575	9.15214	no	2.22167	8.08711	3.73994	7.13719	75.99395	divorced
Solicitor, Scotland	Contreras, Clarke and Baker	M	"89990 Garcia Fort
East Heatherberg, ID 76194"	A+	590-38-0145	Joel Young	1992-12-12	Black	28	8.68197	54.80973	6.15079	5-6	50-60	43.57324	25.81729	0.0	5.54913	5.54011	no	12.99274	3.90619	7.99538	8.29725	27.34797	married
Engineering geologist	Ortiz, Baker and Cox	F	"USNV Gilbert
FPO AA 41724"	B+	181-04-9185	Meghan Johnson	1946-03-25	White	75	8.10238	94.29919	6.14464	7-8	90-100	76.41432	60.20304	1.0	7.91629	3.09002	yes	9.41981	3.59351	7.33735	5.61106	85.26446	married
Physiological scientist	Campbell, Taylor and Hernandez	F	"845 Myers Lake
Wadeport, AZ 27433"	O-	180-05-2763	Alicia Perez	2000-07-18	White	21	7.41326	84.19065	6.80032	7-8	80-90	62.88398	46.73965	1.0	7.21603	4.53647	no	6.74223	5.10346	6.43948	7.91469	46.95874	nop
Naval architect	Murphy, Ford and Hill	M	"2550 Meredith Mill Suite 814
Fernandezfort, AL 12587"	AB-	751-35-9875	Mike West	2017-06-28	White	4	5.7592	130.85752	7.86259	7-8	130-140	64.28999	44.78455	1.0	7.76149	5.94597	no	6.82831	6.69545	5.68846	5.95507	85.27171	single
Engineer, electrical	Lewis, Gonzalez and Faulkner	F	"3981 Sandra Streets Apt. 488
New Johnburgh, WA 65055"	AB-	192-72-1407	Amy Hines	2001-11-29	White	19	5.69291	90.34104	5.7155	5-6	90-100	28.01703	65.41342	0.0	5.66647	8.61499	no	5.80406	7.3395	6.49278	5.92971	91.26739	married
Psychologist, forensic	Carroll, Sanchez and Williams	M	"257 Bell Neck Suite 128
West Ashley, NH 27159"	B-	510-88-5607	Joshua Green	1950-12-16	White	70	7.91891	68.60976	7.73646	4-5	60-70	56.52165	42.26771	1.0	4.78159	6.70653	no	12.28913	6.55328	7.99784	6.31261	90.67804	divorced
Museum/gallery conservator	Neal, Farley and Vaughan	M	"611 Laura Rest
Kathyland, AL 59703"	O-	406-31-0989	Joshua Costa	1909-09-12	White	112	7.45399	75.52499	6.39546	4-5	70-80	36.26822	48.62147	1.0	4.70112	5.79655	no	10.97598	6.16862	7.37624	10.24436	17.03962	widowed
Theatre manager	Summers-Clark	M	"48995 Paul Meadows Suite 136
Phillipmouth, NC 42319"	O+	241-40-9852	Brandon Cummings	1972-10-04	White	49	5.27705	27.20665	7.78613	9-10	20-30	62.36814	57.51228	1.0	9.75324	7.18519	yes	6.02784	6.33621	6.29866	7.28874	71.79453	married
Embryologist, clinical	Maldonado-Ochoa	F	"47157 Carroll Station
Port Lauraberg, NJ 31188"	AB-	493-25-6726	Stephanie Powers	1944-08-09	White	77	3.19131	94.40495	6.83485	4-5	90-100	48.62408	59.52416	0.0	4.56694	10.15151	yes	9.47677	8.79054	7.48695	8.78836	17.16974	nop
Psychologist, counselling	Moore, James and Smith	M	"Unit 6167 Box 3450
DPO AE 34033"	A+	017-62-4084	Christopher Frazier	2005-07-13	Asian	16	4.7438	107.07095	8.47446	4-5	100-110	40.35094	24.55656	0.0	4.99592	9.10391	yes	7.64785	7.97594	5.85015	5.09223	60.56282	nop
Insurance claims handler	Mccoy, Cannon and Holmes	F	"22146 Danielle Divide Suite 230
Websterland, KS 94915"	AB+	058-33-4305	Victoria Vasquez	2013-06-30	White	8	7.63855	48.4037	6.07609	7-8	40-50	37.79158	30.75299	1.0	7.39468	3.89541	no	14.01179	4.68347	8.11675	9.65825	8.76697	married
Health and safety inspector	Wise-Townsend	F	"PSC 5252, Box 3379
APO AP 40221"	O+	380-13-2111	Heather Washington	1973-02-04	White	48	7.39415	51.38298	7.1289	6-7	50-60	17.0495	45.41924	1.0	6.45167	4.47662	yes	9.39656	5.29668	7.36116	7.25961	74.30487	nop
Clinical embryologist	Marshall Inc	F	"369 Blackburn Rest Suite 331
Port Eric, AR 20930"	B-	560-69-7281	Emma Perez	2000-06-20	White	21	7.12889	74.38813	8.80261	5-6	70-80	46.4655	43.92011	0.0	5.84667	10.01573	no	2.60974	6.69049	6.98	7.19766	67.15061	single
Nurse, mental health	Parker, Obrien and White	M	"7411 Brian Drives
Ramseyburgh, DC 28707"	B-	574-58-9399	John Smith	1966-11-26	Black	54	6.84679	98.78991	6.13695	7-8	90-100	27.20409	48.32998	1.0	7.43999	4.55159	no	13.53498	4.73981	8.02833	6.15361	90.17608	divorced
Manufacturing engineer	Cook-Lucero	M	"83833 Meyer Junction Apt. 393
New Walterville, DE 65667"	A+	840-38-8176	Johnathan Scott	1907-01-25	Black	114	8.83032	86.49997	6.87883	3-4	80-90	54.01816	57.22217	1.0	3.37618	7.23794	yes	14.85517	5.95697	7.80752	7.90059	44.07087	married
Commercial horticulturist	Mills, Hinton and James	F	"70082 Lauren Radial
West Ryan, ND 80622"	O-	511-11-9116	Kimberly Hickman	1942-11-26	White	78	7.36467	71.87759	7.11693	7-8	70-80	35.00843	68.31437	1.0	7.24418	4.17962	no	5.07141	5.17066	5.80113	8.03044	37.61266	single
Garment/textile technologist	Tate, Fields and Garrison	F	"47883 Moore Mission Suite 043
East Alyssaton, MS 28365"	A-	563-01-2719	Lisa Craig	1923-09-11	Asian	98	5.17752	89.08898	8.41403	5-6	80-90	54.29285	50.66567	1.0	5.83899	4.63251	no	13.08462	6.779	7.64486	6.64599	83.63589	divorced
Cabin crew	Chen-Anderson	F	"68740 Bautista Ridge
Lake Timothy, FL 25076"	O+	457-97-6744	Paula Ramsey	1949-02-25	White	72	7.06948	47.42951	4.44414	7-8	40-50	49.64271	32.68856	1.0	7.92503	4.00438	no	10.02868	5.38306	7.61786	7.18215	77.60512	divorced
Purchasing manager	Butler-Edwards	F	"72171 Reed Freeway Suite 428
West Paige, NJ 37069"	B+	548-16-5396	Jessica Miranda	2015-10-10	White	6	7.94048	28.05309	6.22167	3-4	20-30	59.27414	45.71748	0.0	3.90525	6.71679	yes	13.01025	5.13748	7.61911	7.43345	57.68435	divorced
Retail buyer	Ellis-Holmes	F	"382 Yolanda Knolls Apt. 339
Boonechester, WV 72522"	A+	889-80-9081	Christina Rogers	1973-03-17	White	48	5.99292	55.08528	7.92101	7-8	50-60	44.2057	59.17257	1.0	7.62652	5.48259	yes	6.46177	5.94006	5.20683	4.94127	60.55026	separated
General practice doctor	Miller-Henderson	M	"87256 Sherry Forges Apt. 221
Port Teresa, WV 43064"	O+	136-56-5193	Alec Carter	1974-03-29	White	47	7.85635	65.64559	5.77581	7-8	60-70	50.01529	48.54874	0.0	7.51817	6.35208	no	12.58772	3.23816	7.72192	7.5169	56.20953	single
Scientist, biomedical	Curtis-Schneider	M	"21707 Jamie Row Apt. 725
New Jeffrey, AK 34738"	A-	267-99-0291	Terry Cardenas	1974-08-22	Black	47	10.6908	38.87431	7.77259	4-5	30-40	57.74565	37.89315	1.0	4.87421	8.53366	yes	7.5666	5.55527	6.89225	7.19904	65.78206	married
Garment/textile technologist	Tate, Fields and Garrison	F	"47883 Moore Mission Suite 043
East Alyssaton, MS 28365"	A-	563-01-2719	Lisa Craig	1923-09-11	Asian	98	7.95316	50.74841	6.38477	6-7	50-60	58.35945	42.35028	0.0	6.17675	10.24393	no	11.45943	7.35318	7.59845	6.64854	79.91122	married
Occupational psychologist	Rollins Group	M	"PSC 0515, Box 9963
APO AE 87662"	O+	260-49-2717	Robert Schwartz	1982-08-17	Black	39	8.36326	42.83301	7.64542	5-6	40-50	38.26702	58.0345	1.0	5.93069	5.4764	no	5.35599	5.18937	6.06762	7.53662	64.44772	separated
Scientific laboratory technician	Flynn Inc	M	"27159 Jillian Landing Suite 458
West Brittany, WI 69465"	AB-	343-86-7820	Anthony Foley	1916-06-17	Black	105	6.18804	49.13918	6.6545	7-8	40-50	55.74051	29.13406	0.0	7.17472	8.49987	yes	5.4408	8.05367	6.76187	7.10083	70.40478	divorced
Education officer, environmental	Bush, Snyder and Jones	F	"6597 Jones Walks
Lake Barbara, DC 31966"	O-	159-89-0851	Teresa Riley	2015-02-11	Asian	6	6.78254	25.347	6.29013	5-6	20-30	44.61397	56.07978	0.0	5.86529	9.04646	yes	6.96335	6.17992	6.15282	6.59021	77.95879	single
Secretary/administrator	Pratt-Little	M	"92027 Carlson Bridge Suite 047
Jenniferland, AK 46203"	AB-	660-23-5906	Jordan Simmons	1980-09-10	White	41	7.91674	78.37759	6.94376	4-5	70-80	61.86957	48.692	1.0	4.8704	5.6771	no	17.04483	5.64756	8.31367	8.41502	32.46307	single
Interior and spatial designer	Curtis-Mcconnell	F	"110 Joshua Ferry
Michelleton, LA 52744"	AB+	893-09-4790	Samantha James	1958-02-11	White	63	2.61354	46.91164	6.97099	6-7	40-50	37.43414	34.41145	1.0	6.64246	4.75903	no	5.56472	6.85323	6.49486	7.36248	66.70417	single
Field trials officer	Chan-Gray	F	"908 Carol Shoal Suite 455
Lake William, ND 88898"	A+	088-07-3985	Stephanie Campbell	1975-01-02	Black	46	6.63319	107.33038	7.81122	7-8	100-110	72.48639	35.22222	1.0	7.94063	6.88846	no	7.55297	7.03404	6.75621	8.23501	32.13539	single
Therapist, occupational	Roberts and Sons	F	"427 Davis Ways Apt. 529
Coreyside, FL 04949"	O-	430-46-6122	Ann Gordon	1961-12-02	Black	59	4.46116	129.42065	5.74638	7-8	120-130	51.10489	56.80435	1.0	7.55328	5.50973	no	4.83066	6.44282	5.97406	6.02436	88.38814	divorced
Information officer	Thomas LLC	F	"4538 Emily Oval
Pricefort, WI 73813"	A+	782-27-1902	Sarah Pineda	1913-04-23	White	108	7.47743	74.61973	7.89763	5-6	70-80	38.6466	43.38025	1.0	5.31704	4.86853	no	14.79959	5.40346	8.25449	7.34818	68.95268	divorced
Theme park manager	Wheeler-Anderson	F	"65504 Angela Trail
North Summer, HI 24785"	AB+	871-76-4225	Diana Phillips	1944-01-14	Black	77	8.00023	47.8369	8.31479	5-6	40-50	53.75854	25.92773	1.0	5.73951	4.31902	no	12.19186	4.48084	7.95553	8.52797	21.84304	married
Geneticist, molecular	Perez LLC	M	"Unit 0119 Box 7095
DPO AA 33641"	B-	186-19-8342	Christopher Nelson	1918-08-10	Black	103	7.83383	64.99365	6.16422	5-6	60-70	45.96213	55.16231	0.0	5.97053	6.20521	yes	17.36759	3.74111	8.5096	6.42052	89.28583	separated
Writer	James-Washington	F	"1508 West Garden
Kimton, MA 10488"	A+	824-47-5212	Tracy Perez	1943-03-19	Asian	78	6.92889	65.56531	6.45088	4-5	60-70	59.29329	59.48759	1.0	4.65644	4.31173	no	7.35863	5.33605	5.97155	7.97234	45.60906	married
Barrister's clerk	Park-Smith	F	"2261 Michael Ports
Smithmouth, HI 65717"	B-	115-60-3117	Evelyn Martin	1936-03-02	Hawaiian	85	8.40049	103.82991	7.69518	5-6	100-110	69.11173	26.06264	1.0	5.48585	6.52204	no	10.14384	6.0178	6.65325	5.58052	83.23809	married
Publishing rights manager	Young, Morris and Chen	M	"098 Joseph Meadows Suite 188
South Cameronstad, NY 48621"	AB-	243-63-2865	Frank Tate	1930-03-19	White	91	5.76147	80.56573	5.31158	8-9	80-90	51.75024	55.55076	1.0	8.36597	5.83698	yes	5.60748	5.3986	5.50532	6.23951	88.71775	divorced
Proofreader	Rogers-Wade	F	"688 Deborah Course Suite 295
North Melissa, GA 39342"	B-	345-28-3725	Susan Pham	1930-03-04	White	91	3.91224	45.68174	7.98076	7-8	40-50	51.08839	28.86745	1.0	7.3606	5.08601	no	32.15924	6.15867	9.18892	8.92201	16.15893	single
Colour technologist	Tucker-Lane	F	"PSC 0951, Box 2759
APO AA 43980"	B-	215-75-2694	Karen Burton	1951-09-25	Asian	70	4.19353	29.82531	5.18358	8-9	20-30	46.18374	64.26773	1.0	8.7429	5.68956	no	7.97996	5.08736	6.46707	6.86399	84.00999	separated
Sound technician, broadcasting/film/video	Burgess, Decker and Olson	M	"239 Veronica Courts Apt. 846
Port Carolynhaven, OR 60461"	A+	705-25-1727	David Lee	2000-12-20	White	20	4.99959	10.31617	7.21956	8-9	10-20	47.79229	75.78638	1.0	8.94298	6.60133	no	8.40862	5.58701	6.90792	6.64958	77.59363	divorced
Associate Professor	Garcia, Hughes and Wells	F	"81300 Brittany Summit Apt. 775
Geraldfort, WI 75148"	B-	356-62-0749	Michaela Moyer	1976-09-15	White	45	8.44744	65.16542	5.81776	7-8	60-70	38.3821	52.45279	1.0	7.71226	5.48666	no		5.3762	6.9332	6.72094	86.64395	nop
Investment analyst	Brewer-Tanner	M	"94432 Bethany Turnpike
Calebborough, RI 26235"	B+	250-19-0371	George Santiago	1941-12-19	White	79	6.67809	119.97078	5.9379	9-10	110-120	33.35695	45.41672	1.0	9.23783	4.41629	no	15.45928	3.0887	8.19945	4.34648	32.41141	divorced
Programmer, multimedia	Torres-Velasquez	F	"296 Lynch Meadows
Whitemouth, WA 53784"	B+	263-02-6646	Angela Richard	1960-01-10	White	61	5.40262	56.22013	5.1201	6-7	50-60	43.11434	50.81722	1.0	6.49442	3.77278	no	5.69203	3.97916	6.49524	7.0944	68.25995	separated
Air broker	Craig PLC	M	"614 Derrick Crossing Apt. 521
Glentown, KS 86164"	A+	478-74-0079	Lawrence Mullins	1935-12-06	Asian	85	6.43117	110.31098	7.4428	6-7	110-120	26.13987	47.90263	0.0	6.63666	9.20187	no	9.47254	4.98633	7.09582	4.75027	49.90532	single
Research scientist (life sciences)	Downs Group	F	"22146 Wagner Extensions
Abbottfort, OR 44629"	B-	651-53-4470	Kimberly Spencer	1979-07-22	White	42	8.14236	92.24525	6.96192	7-8	90-100	73.78468	24.70575	1.0	7.10346	5.00124	no	5.72108	5.13515	6.13664	5.6695	82.15679	married
Water quality scientist	Williams-Krause	F	"6489 Martinez Mission Suite 226
South Daleberg, DE 72862"	B+	210-69-5071	Linda Christensen	1979-10-07	Asian	42	8.75522	101.17848	7.38221	5-6	100-110	68.61846	53.07997	0.0	5.97958	5.1812	no	5.041	3.5005	5.88371	7.25735	68.94894	single
Chartered legal executive (England and Wales)	Harris-Palmer	M	"188 Susan Manors Suite 167
New Amandaview, PA 01052"	A+	525-47-3693	Christopher Rhodes	2013-03-08	Hawaiian	8	5.34966	128.38974	8.96591	7-8	120-130	40.19446	50.05932	1.0	7.31692	3.36519	no	5.87811	4.11665	5.60172	7.44879	62.5402	divorced
Pilot, airline	Wilson-Trevino	F	"57124 James Lights
West Robert, MN 62293"	O-	464-85-3259	Kathleen Taylor	1912-07-29	White	109	3.99674	65.18125	6.38839	7-8	60-70	36.0795	38.58019	1.0	7.71568	5.9574	yes	8.06123	6.78837	6.69467	4.90236	52.60026	separated
Building surveyor	Ortiz-Andrews	M	"29598 Jill Roads Suite 665
West Louis, DE 19316"	B+	730-85-9537	Allen Anderson	1917-11-25	White	103	4.51978	61.24487	5.89774	5-6	60-70	26.39813	34.97036	0.0	5.72081	8.99312	no	11.97146	6.75024	7.58218	6.28643	83.20782	married
Insurance underwriter	Jennings Inc	M	"657 Zachary Ways
East Tiffanyview, MA 80243"	AB-	779-72-9998	Todd Hodges	1981-06-10	White	40	5.02671	35.05908	6.09868	1-2	30-40	23.2386	51.35707	0.0	1.74321	7.56873	yes	7.25929	5.69424	5.92003	6.52374	79.50082	married
Contractor	Parrish, Kelley and Watson	F	"6666 Barbara Hill Suite 651
Leebury, KY 56262"	O+	724-36-2424	Linda Williamson	2013-05-06	White	8	5.59248	26.83571	7.60084	6-7	20-30	54.58076	56.50526	1.0	6.82124	4.53469	no	9.12848	5.56688	7.50414	4.87758	57.64754	single
Animal technologist	Kennedy-Smith	F	"463 Dillon Land Apt. 849
North Kara, DC 37194"	O+	444-88-0170	Angela Thomas	1951-08-02	White	70	6.22649	106.99019	6.12486	5-6	100-110	41.26655	41.2503	0.0	5.95362	8.13335	yes	4.69404	8.04668	6.42771	7.06813	70.46656	divorced
IT trainer	Brooks PLC	M	"49502 Ramos Burg
New David, WV 41735"	O+	371-59-2798	Anthony Greene	1911-10-02	Black	110	8.22447	47.29835	5.75389	3-4	40-50	48.17163	49.58599	1.0	3.9715	7.64079	no	5.57754	6.9794	5.91083	8.84317	15.82193	widowed
Sports administrator	Jordan and Sons	F	"827 George Terrace Suite 734
West Williamstad, IN 02725"	A+	696-85-7520	Karen Ellis	1926-05-05	White	95	7.11539	103.56153	6.72194	6-7	100-110	57.1631	46.6311	1.0	6.09069	4.01998	yes	10.91053	5.10155	6.83486	6.1958	92.19236	divorced
Health and safety inspector	Wise-Townsend	F	"PSC 5252, Box 3379
APO AP 40221"	O+	380-13-2111	Heather Washington	1973-02-04	White	48	6.95104	90.02261	6.53078	4-5	90-100	53.82029	44.78981	0.0	4.55016	6.75794	no	6.29759	4.2177	6.58947	7.17582	72.78592	single
Leisure centre manager	White-Holmes	M	"17794 Mark Canyon
East Rebeccaborough, AZ 47585"	O-	660-22-4738	Dennis Brooks	1916-08-25	White	105	9.15426	15.00582	7.7917	5-6		62.31688	55.37961	1.0	5.93054	6.72624	yes	8.34139	5.55202	7.5158	7.35252	64.37774	married
Engineer, broadcasting (operations)	Cooke, Becker and Page	F	"36422 Miller Club Suite 541
Valerieville, MD 92438"	A+	075-64-2325	Maureen Fuller	1992-11-08	White	29	8.67567	54.0132	8.46289	7-8	50-60	54.70146	61.97264	1.0	7.49685	6.51479	no	3.93356	3.93324	5.83685	5.33478	65.36359	separated
Occupational psychologist	Mata Inc	M	"714 Walters Island
Emilyhaven, TN 99759"	O-	697-03-0854	James Griffin	2000-03-18	Black	21	7.57473	30.55622	5.59697	5-6	30-40	45.98989	51.47942	1.0	5.44349	4.8753	yes	10.83034	5.3388	7.76312	8.66078	17.26949	married
Psychologist, prison and probation services	Howard, Larson and Dunn	M	"Unit 0372 Box 3651
DPO AA 70718"	A+	837-65-6675	Timothy Mcconnell	1982-05-19	White	39	4.99005	44.49462	6.77096	4-5	40-50	66.98605	47.19538	0.0	4.16972	7.84821	no	7.23399	6.89701	6.8022	7.80379	51.44248	divorced
Computer games developer	Donovan, Zimmerman and Lozano	M	"94189 Natalie Cliffs Apt. 074
West Eric, NE 94909"	B-	652-63-2830	Thomas Molina	1979-11-19	White	41	6.95165	23.51181	8.25949	3-4	20-30	58.78097	42.62437	0.0	3.65389	7.57622	yes	8.81698	5.34866	6.07916	8.01838	43.88381	married
Retail buyer	Scott, Rhodes and Anthony	F	"58801 David Locks
Port Tammyfort, NH 63347"	O+	823-25-8008	Jennifer Montgomery	1932-05-22	Black	89	8.67195	66.38111	8.19376	5-6	60-70	52.9563	25.89897	1.0	5.53745	4.6103	yes	3.62762	4.06867	5.83023	7.16539	62.58073	separated
Production engineer	Jordan-Myers	F	"92393 Brown Forks
West Timothy, OR 52931"	A+	395-89-3662	Kimberly Johnson	1912-08-29	White	109	8.07895	69.63604	7.48619	6-7	60-70	30.00198	56.42765	1.0	6.78487	5.85367	yes	22.06693	5.91479	8.71271	5.06794	67.23405	widowed
Tax adviser	Haley-Lane	F	"849 Harris Fork
Lake Matthewland, IA 93415"	O+	773-91-7626	Mrs. Kristen Silva	1927-06-06	White	94	5.96144	61.59582	7.07393	6-7	60-70	49.58255	52.94908	1.0	6.85132	3.99044	no	6.50422	5.00466	6.0283	8.09847	38.86603	single
Music tutor	Barnett, Mcclure and Mcdonald	M	"169 Tyler Station Apt. 992
Darinhaven, VA 12832"	A-	052-51-9104	Jeremiah Guerrero	1959-06-25	White	62	9.0344	68.41045	7.84874	5-6	60-70	47.22666	58.27776	0.0	5.68248	9.31719	yes	7.12364	7.39675	6.96419	7.07962	73.82963	married
